Obs,ICD10,ICD10 Label,Code Valid in FY2016 (10/1/15 - 9/30/16),"FY2015 MCE Age Condition [use AGE_AT_ DIAGNOSIS]",FY2015 MCE Sex Condition,"CC Age Split  [use AGE_LAST]",CC Sex Split,CC,Additional CC,Footnote
7111,T4792XA,"Poisoning by unspecified agents primarily affecting the gastrointestinal system, intentional self-harm, initial encounter",Y,,,,,88,,
7112,T4792XS,"Poisoning by unspecified agents primarily affecting the gastrointestinal system, intentional self-harm, sequela",Y,,,,,88,,
7113,T480X2A,"Poisoning by oxytocic drugs, intentional self-harm, initial encounter",Y,,,,,88,,
7114,T480X2S,"Poisoning by oxytocic drugs, intentional self-harm, sequela",Y,,,,,88,,
7115,T481X2A,"Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], intentional self-harm, initial encounter",Y,,,,,88,,
7116,T481X2S,"Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], intentional self-harm, sequela",Y,,,,,88,,
7117,T48202A,"Poisoning by unspecified drugs acting on muscles, intentional self-harm, initial encounter",Y,,,,,88,,
7118,T48202S,"Poisoning by unspecified drugs acting on muscles, intentional self-harm, sequela",Y,,,,,88,,
7119,T48292A,"Poisoning by other drugs acting on muscles, intentional self-harm, initial encounter",Y,,,,,88,,
7120,T48292S,"Poisoning by other drugs acting on muscles, intentional self-harm, sequela",Y,,,,,88,,
7121,T483X2A,"Poisoning by antitussives, intentional self-harm, initial encounter",Y,,,,,88,,
7122,T483X2S,"Poisoning by antitussives, intentional self-harm, sequela",Y,,,,,88,,
7123,T484X2A,"Poisoning by expectorants, intentional self-harm, initial encounter",Y,,,,,88,,
7124,T484X2S,"Poisoning by expectorants, intentional self-harm, sequela",Y,,,,,88,,
7125,T485X2A,"Poisoning by other anti-common-cold drugs, intentional self-harm, initial encounter",Y,,,,,88,,
7126,T485X2S,"Poisoning by other anti-common-cold drugs, intentional self-harm, sequela",Y,,,,,88,,
7127,T486X2A,"Poisoning by antiasthmatics, intentional self-harm, initial encounter",Y,,,,,88,,
7128,T486X2S,"Poisoning by antiasthmatics, intentional self-harm, sequela",Y,,,,,88,,
7129,T48902A,"Poisoning by unspecified agents primarily acting on the respiratory system, intentional self-harm, initial encounter",Y,,,,,88,,
7130,T48902S,"Poisoning by unspecified agents primarily acting on the respiratory system, intentional self-harm, sequela",Y,,,,,88,,
7131,T48992A,"Poisoning by other agents primarily acting on the respiratory system, intentional self-harm, initial encounter",Y,,,,,88,,
7132,T48992S,"Poisoning by other agents primarily acting on the respiratory system, intentional self-harm, sequela",Y,,,,,88,,
7133,T490X2A,"Poisoning by local antifungal, anti-infective and anti-inflammatory drugs, intentional self-harm, initial encounter",Y,,,,,88,,
7134,T490X2S,"Poisoning by local antifungal, anti-infective and anti-inflammatory drugs, intentional self-harm, sequela",Y,,,,,88,,
7135,T491X2A,"Poisoning by antipruritics, intentional self-harm, initial encounter",Y,,,,,88,,
7136,T491X2S,"Poisoning by antipruritics, intentional self-harm, sequela",Y,,,,,88,,
7137,T492X2A,"Poisoning by local astringents and local detergents, intentional self-harm, initial encounter",Y,,,,,88,,
7138,T492X2S,"Poisoning by local astringents and local detergents, intentional self-harm, sequela",Y,,,,,88,,
7139,T493X2A,"Poisoning by emollients, demulcents and protectants, intentional self-harm, initial encounter",Y,,,,,88,,
7140,T493X2S,"Poisoning by emollients, demulcents and protectants, intentional self-harm, sequela",Y,,,,,88,,
7141,T494X2A,"Poisoning by keratolytics, keratoplastics, and other hair treatment drugs and preparations, intentional self-harm, initial encounter",Y,,,,,88,,
7142,T494X2S,"Poisoning by keratolytics, keratoplastics, and other hair treatment drugs and preparations, intentional self-harm, sequela",Y,,,,,88,,
7143,T495X2A,"Poisoning by ophthalmological drugs and preparations, intentional self-harm, initial encounter",Y,,,,,88,,
7144,T495X2S,"Poisoning by ophthalmological drugs and preparations, intentional self-harm, sequela",Y,,,,,88,,
7145,T496X2A,"Poisoning by otorhinolaryngological drugs and preparations, intentional self-harm, initial encounter",Y,,,,,88,,
7146,T496X2S,"Poisoning by otorhinolaryngological drugs and preparations, intentional self-harm, sequela",Y,,,,,88,,
7147,T497X2A,"Poisoning by dental drugs, topically applied, intentional self-harm, initial encounter",Y,,,,,88,,
7148,T497X2S,"Poisoning by dental drugs, topically applied, intentional self-harm, sequela",Y,,,,,88,,
7149,T498X2A,"Poisoning by other topical agents, intentional self-harm, initial encounter",Y,,,,,88,,
7150,T498X2S,"Poisoning by other topical agents, intentional self-harm, sequela",Y,,,,,88,,
7151,T4992XA,"Poisoning by unspecified topical agent, intentional self-harm, initial encounter",Y,,,,,88,,
7152,T4992XS,"Poisoning by unspecified topical agent, intentional self-harm, sequela",Y,,,,,88,,
7153,T500X2A,"Poisoning by mineralocorticoids and their antagonists, intentional self-harm, initial encounter",Y,,,,,88,,
7154,T500X2S,"Poisoning by mineralocorticoids and their antagonists, intentional self-harm, sequela",Y,,,,,88,,
7155,T501X2A,"Poisoning by loop [high-ceiling] diuretics, intentional self-harm, initial encounter",Y,,,,,88,,
7156,T501X2S,"Poisoning by loop [high-ceiling] diuretics, intentional self-harm, sequela",Y,,,,,88,,
7157,T502X2A,"Poisoning by carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics, intentional self-harm, initial encounter",Y,,,,,88,,
7158,T502X2S,"Poisoning by carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics, intentional self-harm, sequela",Y,,,,,88,,
7159,T503X2A,"Poisoning by electrolytic, caloric and water-balance agents, intentional self-harm, initial encounter",Y,,,,,88,,
7160,T503X2S,"Poisoning by electrolytic, caloric and water-balance agents, intentional self-harm, sequela",Y,,,,,88,,
7161,T504X2A,"Poisoning by drugs affecting uric acid metabolism, intentional self-harm, initial encounter",Y,,,,,88,,
7162,T504X2S,"Poisoning by drugs affecting uric acid metabolism, intentional self-harm, sequela",Y,,,,,88,,
7163,T505X2A,"Poisoning by appetite depressants, intentional self-harm, initial encounter",Y,,,,,88,,
7164,T505X2S,"Poisoning by appetite depressants, intentional self-harm, sequela",Y,,,,,88,,
7165,T506X2A,"Poisoning by antidotes and chelating agents, intentional self-harm, initial encounter",Y,,,,,88,,
7166,T506X2S,"Poisoning by antidotes and chelating agents, intentional self-harm, sequela",Y,,,,,88,,
7167,T507X2A,"Poisoning by analeptics and opioid receptor antagonists, intentional self-harm, initial encounter",Y,,,,,88,,
7168,T507X2S,"Poisoning by analeptics and opioid receptor antagonists, intentional self-harm, sequela",Y,,,,,88,,
7169,T508X2A,"Poisoning by diagnostic agents, intentional self-harm, initial encounter",Y,,,,,88,,
7170,T508X2S,"Poisoning by diagnostic agents, intentional self-harm, sequela",Y,,,,,88,,
7171,T50902A,"Poisoning by unspecified drugs, medicaments and biological substances, intentional self-harm, initial encounter",Y,,,,,88,,
7172,T50902S,"Poisoning by unspecified drugs, medicaments and biological substances, intentional self-harm, sequela",Y,,,,,88,,
7173,T50992A,"Poisoning by other drugs, medicaments and biological substances, intentional self-harm, initial encounter",Y,,,,,88,,
7174,T50992S,"Poisoning by other drugs, medicaments and biological substances, intentional self-harm, sequela",Y,,,,,88,,
7175,T50A12A,"Poisoning by pertussis vaccine, including combinations with a pertussis component, intentional self-harm, initial encounter",Y,,,,,88,,
7176,T50A12S,"Poisoning by pertussis vaccine, including combinations with a pertussis component, intentional self-harm, sequela",Y,,,,,88,,
7177,T50A22A,"Poisoning by mixed bacterial vaccines without a pertussis component, intentional self-harm, initial encounter",Y,,,,,88,,
7178,T50A22S,"Poisoning by mixed bacterial vaccines without a pertussis component, intentional self-harm, sequela",Y,,,,,88,,
7179,T50A92A,"Poisoning by other bacterial vaccines, intentional self-harm, initial encounter",Y,,,,,88,,
7180,T50A92S,"Poisoning by other bacterial vaccines, intentional self-harm, sequela",Y,,,,,88,,
7181,T50B12A,"Poisoning by smallpox vaccines, intentional self-harm, initial encounter",Y,,,,,88,,
7182,T50B12S,"Poisoning by smallpox vaccines, intentional self-harm, sequela",Y,,,,,88,,
7183,T50B92A,"Poisoning by other viral vaccines, intentional self-harm, initial encounter",Y,,,,,88,,
7184,T50B92S,"Poisoning by other viral vaccines, intentional self-harm, sequela",Y,,,,,88,,
7185,T50Z12A,"Poisoning by immunoglobulin, intentional self-harm, initial encounter",Y,,,,,88,,
7186,T50Z12S,"Poisoning by immunoglobulin, intentional self-harm, sequela",Y,,,,,88,,
7187,T50Z92A,"Poisoning by other vaccines and biological substances, intentional self-harm, initial encounter",Y,,,,,88,,
7188,T50Z92S,"Poisoning by other vaccines and biological substances, intentional self-harm, sequela",Y,,,,,88,,
7189,T510X2A,"Toxic effect of ethanol, intentional self-harm, initial encounter",Y,,,,,88,,
7190,T510X2S,"Toxic effect of ethanol, intentional self-harm, sequela",Y,,,,,88,,
7191,T511X2A,"Toxic effect of methanol, intentional self-harm, initial encounter",Y,,,,,88,,
7192,T511X2S,"Toxic effect of methanol, intentional self-harm, sequela",Y,,,,,88,,
7193,T512X2A,"Toxic effect of 2-Propanol, intentional self-harm, initial encounter",Y,,,,,88,,
7194,T512X2S,"Toxic effect of 2-Propanol, intentional self-harm, sequela",Y,,,,,88,,
7195,T513X2A,"Toxic effect of fusel oil, intentional self-harm, initial encounter",Y,,,,,88,,
7196,T513X2S,"Toxic effect of fusel oil, intentional self-harm, sequela",Y,,,,,88,,
7197,T518X2A,"Toxic effect of other alcohols, intentional self-harm, initial encounter",Y,,,,,88,,
7198,T518X2S,"Toxic effect of other alcohols, intentional self-harm, sequela",Y,,,,,88,,
7199,T5192XA,"Toxic effect of unspecified alcohol, intentional self-harm, initial encounter",Y,,,,,88,,
7200,T5192XS,"Toxic effect of unspecified alcohol, intentional self-harm, sequela",Y,,,,,88,,
7201,T520X2A,"Toxic effect of petroleum products, intentional self-harm, initial encounter",Y,,,,,88,,
7202,T520X2S,"Toxic effect of petroleum products, intentional self-harm, sequela",Y,,,,,88,,
7203,T521X2A,"Toxic effect of benzene, intentional self-harm, initial encounter",Y,,,,,88,,
7204,T521X2S,"Toxic effect of benzene, intentional self-harm, sequela",Y,,,,,88,,
7205,T522X2A,"Toxic effect of homologues of benzene, intentional self-harm, initial encounter",Y,,,,,88,,
7206,T522X2S,"Toxic effect of homologues of benzene, intentional self-harm, sequela",Y,,,,,88,,
7207,T523X2A,"Toxic effect of glycols, intentional self-harm, initial encounter",Y,,,,,88,,
7208,T523X2S,"Toxic effect of glycols, intentional self-harm, sequela",Y,,,,,88,,
7209,T524X2A,"Toxic effect of ketones, intentional self-harm, initial encounter",Y,,,,,88,,
7210,T524X2S,"Toxic effect of ketones, intentional self-harm, sequela",Y,,,,,88,,
7211,T528X2A,"Toxic effect of other organic solvents, intentional self-harm, initial encounter",Y,,,,,88,,
7212,T528X2S,"Toxic effect of other organic solvents, intentional self-harm, sequela",Y,,,,,88,,
7213,T5292XA,"Toxic effect of unspecified organic solvent, intentional self-harm, initial encounter",Y,,,,,88,,
7214,T5292XS,"Toxic effect of unspecified organic solvent, intentional self-harm, sequela",Y,,,,,88,,
7215,T530X2A,"Toxic effect of carbon tetrachloride, intentional self-harm, initial encounter",Y,,,,,88,,
7216,T530X2S,"Toxic effect of carbon tetrachloride, intentional self-harm, sequela",Y,,,,,88,,
7217,T531X2A,"Toxic effect of chloroform, intentional self-harm, initial encounter",Y,,,,,88,,
7218,T531X2S,"Toxic effect of chloroform, intentional self-harm, sequela",Y,,,,,88,,
7219,T532X2A,"Toxic effect of trichloroethylene, intentional self-harm, initial encounter",Y,,,,,88,,
7220,T532X2S,"Toxic effect of trichloroethylene, intentional self-harm, sequela",Y,,,,,88,,
7221,T533X2A,"Toxic effect of tetrachloroethylene, intentional self-harm, initial encounter",Y,,,,,88,,
7222,T533X2S,"Toxic effect of tetrachloroethylene, intentional self-harm, sequela",Y,,,,,88,,
7223,T534X2A,"Toxic effect of dichloromethane, intentional self-harm, initial encounter",Y,,,,,88,,
7224,T534X2S,"Toxic effect of dichloromethane, intentional self-harm, sequela",Y,,,,,88,,
7225,T535X2A,"Toxic effect of chlorofluorocarbons, intentional self-harm, initial encounter",Y,,,,,88,,
7226,T535X2S,"Toxic effect of chlorofluorocarbons, intentional self-harm, sequela",Y,,,,,88,,
7227,T536X2A,"Toxic effect of other halogen derivatives of aliphatic hydrocarbons, intentional self-harm, initial encounter",Y,,,,,88,,
7228,T536X2S,"Toxic effect of other halogen derivatives of aliphatic hydrocarbons, intentional self-harm, sequela",Y,,,,,88,,
7229,T537X2A,"Toxic effect of other halogen derivatives of aromatic hydrocarbons, intentional self-harm, initial encounter",Y,,,,,88,,
7230,T537X2S,"Toxic effect of other halogen derivatives of aromatic hydrocarbons, intentional self-harm, sequela",Y,,,,,88,,
7231,T5392XA,"Toxic effect of unspecified halogen derivatives of aliphatic and aromatic hydrocarbons, intentional self-harm, initial encounter",Y,,,,,88,,
7232,T5392XS,"Toxic effect of unspecified halogen derivatives of aliphatic and aromatic hydrocarbons, intentional self-harm, sequela",Y,,,,,88,,
7233,T540X2A,"Toxic effect of phenol and phenol homologues, intentional self-harm, initial encounter",Y,,,,,88,,
7234,T540X2S,"Toxic effect of phenol and phenol homologues, intentional self-harm, sequela",Y,,,,,88,,
7235,T541X2A,"Toxic effect of other corrosive organic compounds, intentional self-harm, initial encounter",Y,,,,,88,,
7236,T541X2S,"Toxic effect of other corrosive organic compounds, intentional self-harm, sequela",Y,,,,,88,,
7237,T542X2A,"Toxic effect of corrosive acids and acid-like substances, intentional self-harm, initial encounter",Y,,,,,88,,
7238,T542X2S,"Toxic effect of corrosive acids and acid-like substances, intentional self-harm, sequela",Y,,,,,88,,
7239,T543X2A,"Toxic effect of corrosive alkalis and alkali-like substances, intentional self-harm, initial encounter",Y,,,,,88,,
7240,T543X2S,"Toxic effect of corrosive alkalis and alkali-like substances, intentional self-harm, sequela",Y,,,,,88,,
7241,T5492XA,"Toxic effect of unspecified corrosive substance, intentional self-harm, initial encounter",Y,,,,,88,,
7242,T5492XS,"Toxic effect of unspecified corrosive substance, intentional self-harm, sequela",Y,,,,,88,,
7243,T550X2A,"Toxic effect of soaps, intentional self-harm, initial encounter",Y,,,,,88,,
7244,T550X2S,"Toxic effect of soaps, intentional self-harm, sequela",Y,,,,,88,,
7245,T551X2A,"Toxic effect of detergents, intentional self-harm, initial encounter",Y,,,,,88,,
7246,T551X2S,"Toxic effect of detergents, intentional self-harm, sequela",Y,,,,,88,,
7247,T560X2A,"Toxic effect of lead and its compounds, intentional self-harm, initial encounter",Y,,,,,88,,
7248,T560X2S,"Toxic effect of lead and its compounds, intentional self-harm, sequela",Y,,,,,88,,
7249,T561X2A,"Toxic effect of mercury and its compounds, intentional self-harm, initial encounter",Y,,,,,88,,
7250,T561X2S,"Toxic effect of mercury and its compounds, intentional self-harm, sequela",Y,,,,,88,,
7251,T562X2A,"Toxic effect of chromium and its compounds, intentional self-harm, initial encounter",Y,,,,,88,,
7252,T562X2S,"Toxic effect of chromium and its compounds, intentional self-harm, sequela",Y,,,,,88,,
7253,T563X2A,"Toxic effect of cadmium and its compounds, intentional self-harm, initial encounter",Y,,,,,88,,
7254,T563X2S,"Toxic effect of cadmium and its compounds, intentional self-harm, sequela",Y,,,,,88,,
7255,T564X2A,"Toxic effect of copper and its compounds, intentional self-harm, initial encounter",Y,,,,,88,,
7256,T564X2S,"Toxic effect of copper and its compounds, intentional self-harm, sequela",Y,,,,,88,,
7257,T565X2A,"Toxic effect of zinc and its compounds, intentional self-harm, initial encounter",Y,,,,,88,,
7258,T565X2S,"Toxic effect of zinc and its compounds, intentional self-harm, sequela",Y,,,,,88,,
7259,T566X2A,"Toxic effect of tin and its compounds, intentional self-harm, initial encounter",Y,,,,,88,,
7260,T566X2S,"Toxic effect of tin and its compounds, intentional self-harm, sequela",Y,,,,,88,,
7261,T567X2A,"Toxic effect of beryllium and its compounds, intentional self-harm, initial encounter",Y,,,,,88,,
7262,T567X2S,"Toxic effect of beryllium and its compounds, intentional self-harm, sequela",Y,,,,,88,,
7263,T56812A,"Toxic effect of thallium, intentional self-harm, initial encounter",Y,,,,,88,,
7264,T56812S,"Toxic effect of thallium, intentional self-harm, sequela",Y,,,,,88,,
7265,T56892A,"Toxic effect of other metals, intentional self-harm, initial encounter",Y,,,,,88,,
7266,T56892S,"Toxic effect of other metals, intentional self-harm, sequela",Y,,,,,88,,
7267,T5692XA,"Toxic effect of unspecified metal, intentional self-harm, initial encounter",Y,,,,,88,,
7268,T5692XS,"Toxic effect of unspecified metal, intentional self-harm, sequela",Y,,,,,88,,
7269,T570X2A,"Toxic effect of arsenic and its compounds, intentional self-harm, initial encounter",Y,,,,,88,,
7270,T570X2S,"Toxic effect of arsenic and its compounds, intentional self-harm, sequela",Y,,,,,88,,
7271,T571X2A,"Toxic effect of phosphorus and its compounds, intentional self-harm, initial encounter",Y,,,,,88,,
7272,T571X2S,"Toxic effect of phosphorus and its compounds, intentional self-harm, sequela",Y,,,,,88,,
7273,T572X2A,"Toxic effect of manganese and its compounds, intentional self-harm, initial encounter",Y,,,,,88,,
7274,T572X2S,"Toxic effect of manganese and its compounds, intentional self-harm, sequela",Y,,,,,88,,
7275,T573X2A,"Toxic effect of hydrogen cyanide, intentional self-harm, initial encounter",Y,,,,,88,,
7276,T573X2S,"Toxic effect of hydrogen cyanide, intentional self-harm, sequela",Y,,,,,88,,
7277,T578X2A,"Toxic effect of other specified inorganic substances, intentional self-harm, initial encounter",Y,,,,,88,,
7278,T578X2S,"Toxic effect of other specified inorganic substances, intentional self-harm, sequela",Y,,,,,88,,
7279,T5792XA,"Toxic effect of unspecified inorganic substance, intentional self-harm, initial encounter",Y,,,,,88,,
7280,T5792XS,"Toxic effect of unspecified inorganic substance, intentional self-harm, sequela",Y,,,,,88,,
7281,T5802XA,"Toxic effect of carbon monoxide from motor vehicle exhaust, intentional self-harm, initial encounter",Y,,,,,88,,
7282,T5802XS,"Toxic effect of carbon monoxide from motor vehicle exhaust, intentional self-harm, sequela",Y,,,,,88,,
7283,T5812XA,"Toxic effect of carbon monoxide from utility gas, intentional self-harm, initial encounter",Y,,,,,88,,
7284,T5812XS,"Toxic effect of carbon monoxide from utility gas, intentional self-harm, sequela",Y,,,,,88,,
7285,T582X2A,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, intentional self-harm, initial encounter",Y,,,,,88,,
7286,T582X2S,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, intentional self-harm, sequela",Y,,,,,88,,
7287,T588X2A,"Toxic effect of carbon monoxide from other source, intentional self-harm, initial encounter",Y,,,,,88,,
7288,T588X2S,"Toxic effect of carbon monoxide from other source, intentional self-harm, sequela",Y,,,,,88,,
7289,T5892XA,"Toxic effect of carbon monoxide from unspecified source, intentional self-harm, initial encounter",Y,,,,,88,,
7290,T5892XS,"Toxic effect of carbon monoxide from unspecified source, intentional self-harm, sequela",Y,,,,,88,,
7291,T590X2A,"Toxic effect of nitrogen oxides, intentional self-harm, initial encounter",Y,,,,,88,,
7292,T590X2S,"Toxic effect of nitrogen oxides, intentional self-harm, sequela",Y,,,,,88,,
7293,T591X2A,"Toxic effect of sulfur dioxide, intentional self-harm, initial encounter",Y,,,,,88,,
7294,T591X2S,"Toxic effect of sulfur dioxide, intentional self-harm, sequela",Y,,,,,88,,
7295,T592X2A,"Toxic effect of formaldehyde, intentional self-harm, initial encounter",Y,,,,,88,,
7296,T592X2S,"Toxic effect of formaldehyde, intentional self-harm, sequela",Y,,,,,88,,
7297,T593X2A,"Toxic effect of lacrimogenic gas, intentional self-harm, initial encounter",Y,,,,,88,,
7298,T593X2S,"Toxic effect of lacrimogenic gas, intentional self-harm, sequela",Y,,,,,88,,
7299,T594X2A,"Toxic effect of chlorine gas, intentional self-harm, initial encounter",Y,,,,,88,,
7300,T594X2S,"Toxic effect of chlorine gas, intentional self-harm, sequela",Y,,,,,88,,
7301,T595X2A,"Toxic effect of fluorine gas and hydrogen fluoride, intentional self-harm, initial encounter",Y,,,,,88,,
7302,T595X2S,"Toxic effect of fluorine gas and hydrogen fluoride, intentional self-harm, sequela",Y,,,,,88,,
7303,T596X2A,"Toxic effect of hydrogen sulfide, intentional self-harm, initial encounter",Y,,,,,88,,
7304,T596X2S,"Toxic effect of hydrogen sulfide, intentional self-harm, sequela",Y,,,,,88,,
7305,T597X2A,"Toxic effect of carbon dioxide, intentional self-harm, initial encounter",Y,,,,,88,,
7306,T597X2S,"Toxic effect of carbon dioxide, intentional self-harm, sequela",Y,,,,,88,,
7307,T59812A,"Toxic effect of smoke, intentional self-harm, initial encounter",Y,,,,,88,,
7308,T59812S,"Toxic effect of smoke, intentional self-harm, sequela",Y,,,,,88,,
7309,T59892A,"Toxic effect of other specified gases, fumes and vapors, intentional self-harm, initial encounter",Y,,,,,88,,
7310,T59892S,"Toxic effect of other specified gases, fumes and vapors, intentional self-harm, sequela",Y,,,,,88,,
7311,T5992XA,"Toxic effect of unspecified gases, fumes and vapors, intentional self-harm, initial encounter",Y,,,,,88,,
7312,T5992XS,"Toxic effect of unspecified gases, fumes and vapors, intentional self-harm, sequela",Y,,,,,88,,
7313,T600X2A,"Toxic effect of organophosphate and carbamate insecticides, intentional self-harm, initial encounter",Y,,,,,88,,
7314,T600X2S,"Toxic effect of organophosphate and carbamate insecticides, intentional self-harm, sequela",Y,,,,,88,,
7315,T601X2A,"Toxic effect of halogenated insecticides, intentional self-harm, initial encounter",Y,,,,,88,,
7316,T601X2S,"Toxic effect of halogenated insecticides, intentional self-harm, sequela",Y,,,,,88,,
7317,T602X2A,"Toxic effect of other insecticides, intentional self-harm, initial encounter",Y,,,,,88,,
7318,T602X2S,"Toxic effect of other insecticides, intentional self-harm, sequela",Y,,,,,88,,
7319,T603X2A,"Toxic effect of herbicides and fungicides, intentional self-harm, initial encounter",Y,,,,,88,,
7320,T603X2S,"Toxic effect of herbicides and fungicides, intentional self-harm, sequela",Y,,,,,88,,
7321,T604X2A,"Toxic effect of rodenticides, intentional self-harm, initial encounter",Y,,,,,88,,
7322,T604X2S,"Toxic effect of rodenticides, intentional self-harm, sequela",Y,,,,,88,,
7323,T608X2A,"Toxic effect of other pesticides, intentional self-harm, initial encounter",Y,,,,,88,,
7324,T608X2S,"Toxic effect of other pesticides, intentional self-harm, sequela",Y,,,,,88,,
7325,T6092XA,"Toxic effect of unspecified pesticide, intentional self-harm, initial encounter",Y,,,,,88,,
7326,T6092XS,"Toxic effect of unspecified pesticide, intentional self-harm, sequela",Y,,,,,88,,
7327,T6102XA,"Ciguatera fish poisoning, intentional self-harm, initial encounter",Y,,,,,88,,
7328,T6102XS,"Ciguatera fish poisoning, intentional self-harm, sequela",Y,,,,,88,,
7329,T6112XA,"Scombroid fish poisoning, intentional self-harm, initial encounter",Y,,,,,88,,
7330,T6112XS,"Scombroid fish poisoning, intentional self-harm, sequela",Y,,,,,88,,
7331,T61772A,"Other fish poisoning, intentional self-harm, initial encounter",Y,,,,,88,,
7332,T61772S,"Other fish poisoning, intentional self-harm, sequela",Y,,,,,88,,
7333,T61782A,"Other shellfish poisoning, intentional self-harm, initial encounter",Y,,,,,88,,
7334,T61782S,"Other shellfish poisoning, intentional self-harm, sequela",Y,,,,,88,,
7335,T618X2A,"Toxic effect of other seafood, intentional self-harm, initial encounter",Y,,,,,88,,
7336,T618X2S,"Toxic effect of other seafood, intentional self-harm, sequela",Y,,,,,88,,
7337,T6192XA,"Toxic effect of unspecified seafood, intentional self-harm, initial encounter",Y,,,,,88,,
7338,T6192XS,"Toxic effect of unspecified seafood, intentional self-harm, sequela",Y,,,,,88,,
7339,T620X2A,"Toxic effect of ingested mushrooms, intentional self-harm, initial encounter",Y,,,,,88,,
7340,T620X2S,"Toxic effect of ingested mushrooms, intentional self-harm, sequela",Y,,,,,88,,
7341,T621X2A,"Toxic effect of ingested berries, intentional self-harm, initial encounter",Y,,,,,88,,
7342,T621X2S,"Toxic effect of ingested berries, intentional self-harm, sequela",Y,,,,,88,,
7343,T622X2A,"Toxic effect of other ingested (parts of) plant(s), intentional self-harm, initial encounter",Y,,,,,88,,
7344,T622X2S,"Toxic effect of other ingested (parts of) plant(s), intentional self-harm, sequela",Y,,,,,88,,
7345,T628X2A,"Toxic effect of other specified noxious substances eaten as food, intentional self-harm, initial encounter",Y,,,,,88,,
7346,T628X2S,"Toxic effect of other specified noxious substances eaten as food, intentional self-harm, sequela",Y,,,,,88,,
7347,T6292XA,"Toxic effect of unspecified noxious substance eaten as food, intentional self-harm, initial encounter",Y,,,,,88,,
7348,T6292XS,"Toxic effect of unspecified noxious substance eaten as food, intentional self-harm, sequela",Y,,,,,88,,
7349,T63002A,"Toxic effect of unspecified snake venom, intentional self-harm, initial encounter",Y,,,,,88,,
7350,T63002S,"Toxic effect of unspecified snake venom, intentional self-harm, sequela",Y,,,,,88,,
7351,T63012A,"Toxic effect of rattlesnake venom, intentional self-harm, initial encounter",Y,,,,,88,,
7352,T63012S,"Toxic effect of rattlesnake venom, intentional self-harm, sequela",Y,,,,,88,,
7353,T63022A,"Toxic effect of coral snake venom, intentional self-harm, initial encounter",Y,,,,,88,,
7354,T63022S,"Toxic effect of coral snake venom, intentional self-harm, sequela",Y,,,,,88,,
7355,T63032A,"Toxic effect of taipan venom, intentional self-harm, initial encounter",Y,,,,,88,,
7356,T63032S,"Toxic effect of taipan venom, intentional self-harm, sequela",Y,,,,,88,,
7357,T63042A,"Toxic effect of cobra venom, intentional self-harm, initial encounter",Y,,,,,88,,
7358,T63042S,"Toxic effect of cobra venom, intentional self-harm, sequela",Y,,,,,88,,
7359,T63062A,"Toxic effect of venom of other North and South American snake, intentional self-harm, initial encounter",Y,,,,,88,,
7360,T63062S,"Toxic effect of venom of other North and South American snake, intentional self-harm, sequela",Y,,,,,88,,
7361,T63072A,"Toxic effect of venom of other Australian snake, intentional self-harm, initial encounter",Y,,,,,88,,
7362,T63072S,"Toxic effect of venom of other Australian snake, intentional self-harm, sequela",Y,,,,,88,,
7363,T63082A,"Toxic effect of venom of other African and Asian snake, intentional self-harm, initial encounter",Y,,,,,88,,
7364,T63082S,"Toxic effect of venom of other African and Asian snake, intentional self-harm, sequela",Y,,,,,88,,
7365,T63092A,"Toxic effect of venom of other snake, intentional self-harm, initial encounter",Y,,,,,88,,
7366,T63092S,"Toxic effect of venom of other snake, intentional self-harm, sequela",Y,,,,,88,,
7367,T63112A,"Toxic effect of venom of gila monster, intentional self-harm, initial encounter",Y,,,,,88,,
7368,T63112S,"Toxic effect of venom of gila monster, intentional self-harm, sequela",Y,,,,,88,,
7369,T63122A,"Toxic effect of venom of other venomous lizard, intentional self-harm, initial encounter",Y,,,,,88,,
7370,T63122S,"Toxic effect of venom of other venomous lizard, intentional self-harm, sequela",Y,,,,,88,,
7371,T63192A,"Toxic effect of venom of other reptiles, intentional self-harm, initial encounter",Y,,,,,88,,
7372,T63192S,"Toxic effect of venom of other reptiles, intentional self-harm, sequela",Y,,,,,88,,
7373,T632X2A,"Toxic effect of venom of scorpion, intentional self-harm, initial encounter",Y,,,,,88,,
7374,T632X2S,"Toxic effect of venom of scorpion, intentional self-harm, sequela",Y,,,,,88,,
7375,T63302A,"Toxic effect of unspecified spider venom, intentional self-harm, initial encounter",Y,,,,,88,,
7376,T63302S,"Toxic effect of unspecified spider venom, intentional self-harm, sequela",Y,,,,,88,,
7377,T63312A,"Toxic effect of venom of black widow spider, intentional self-harm, initial encounter",Y,,,,,88,,
7378,T63312S,"Toxic effect of venom of black widow spider, intentional self-harm, sequela",Y,,,,,88,,
7379,T63322A,"Toxic effect of venom of tarantula, intentional self-harm, initial encounter",Y,,,,,88,,
7380,T63322S,"Toxic effect of venom of tarantula, intentional self-harm, sequela",Y,,,,,88,,
